"","x"
"8591","THAT shirtdress<ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"8592","THAT shirtdress please xx"
"8593","Shirtdress please!!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8594","THAT stripe shirtdress is absolutely gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8595","that - love the shirtdress"
"8596","THAT stripe shirtdress"
"8597","THAT shirtdress, I love stripes :)"
"8598","THAT shirtdress is fab! <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"8599","I love THAT shirtdress x"
"8600","THAT stripe shirtdress please"
"8601","THAT shirtdress please"
"8602","THAT Shirtdress please <U+2764><U+2764><U+2764><U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8603","That shirtdress"
"8604","shirtdress"
"8605","That shirtdress"
"8606","THAT stripe shirtdress - classic! Xx"
"8607","That shirtdress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8608","THAT shirtdress 100% love it!"
"8609","THAT shirtdress <U+2764>"
"8610","That striped shirtdress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> !"
"8611","That stripe shirtdress #Win"
"8612","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Pam Smith..Very Happily liked and shared on <U+2714><U+FE0F> <U+2B50>"
"8613","Becky Acton..loving the stripe shirt dress x"
"8614","So Love THAT stripe shirtdress x"
"8615","THAT shirtdress is fabulous! Liked & shared! Fingers crossed! xxxxx"
"8616","THAT Shirtdress - now that is right up my street !"
"8617","THAT stripe shirtdress please x"
"8618","Shirtdress <U+2764><U+2764><U+2764>"
"8619","I LOVE THAT stripe shirtdress xx"
"8620","THAT stripe shirtdress is beautiful xx"
"8621","I prefer the stripe shirtdress. It's lovely <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"8622","THAT stripe shirtdress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8623","THAT shirtdress please! #THAT  #winit"
"8624","that shirtdress"
"8625","#WIN IT THAT stripe shirtdress"
"8626","I love That Stripe Shirtdress"
"8627","Love that shirtdress go with everything count me in"
"8628","THAT love the shirtdress"
"8629","That stripe shirtdress"
"8630","That shirtdress <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"8631","THAT stripe shirtdress"
"8632","THAT stripe shirtdress :)"
"8633","THAT stripe shirtdress."
"8634","That stripe shirt dress please"
"8635","I love THAT stripe shirtdress  x"
"8636","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"8637","Love This cold shoulder top would be lovely x"
"8638","I prefer the Cold sholuder t shirt"
"8639","This cold shoulder top Liked&shared"
"8640","I am loving this cold shoulder t shirt <ed><U+00A0><U+00BD><ed><U+00B1><U+009A> x"
"8641","Love the cold shoulder top <U+2764><U+FE0F>
Would go with everything"
"8642","<3 THIS <3"
"8643","THIS cold shoulder top, gorgeous for spring summer"
"8644","THAT please"
"8645","That please"
"8646","This!"
"8647","THIS is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8648","THIS cold shoulder shirt #winit :)"
"8649","THIS cold shoulder shirt please please please xxx"
"8650","This :) xx"
"8651","Love them both! But I think THAT stripe shirt dress xx"
"8652","This top and that jeans. That shirt on its own. That sandals <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"8653","THAT striped shirt dress - it would be so versatile."
"8654","I really love this cold shoulder shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8655","THAT stripe shirt dress please. Love it."
"8656","That please 
<U+263A><U+FE0F>"
"8657","That pl ase"
"8658","THIS cold shoulder shirt is lovely! #WINIT"
"8659","THIS Cold Shoulder Shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8660","That!"
"8661","This please x"
"8662","<U+2764><U+FE0F> this x"
"8663","<U+2764><U+2764>  THIS <U+2764><U+2764>"
"8664","This please! It's currently in my wish list <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> xx"
"8665","This cold shoulder shirt is fab xxc"
"8666","This. ..with a sweater for work"
"8667","THIS, Cold Shoulder tee shirt."
"8668","This please"
"8669","This please xx"
"8670","This....  It's stunning xx"
"8671","THAT is beautiful!"
"8672","This its a perfect fresh spring top"
"8673","Love that dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"8674","Has to be THIS cold shoulder shirt :) stunning"
"8675","That please ..love it"
"8676","That. It's lovely"
"8677","love that :D x"
"8678","Definitely this <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> it <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"8679","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8680","THIS Please Liked Shared"
"8681","THIS cold shoulder please <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"8682","That shirt dress is amazing <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8683","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"8684","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0098>"
"8685","That! <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> love a shirt dress especially from Oasis x"
"8686","Oooooo THIS! Looks perfect for summer #winit"
"8687","THAT. I love shirtdresses."
"8688","I <3 the cold shoulder shirt!"
"8689","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8690","That please :)"
"8691","This please <U+2764>"
"8692","That."
"8693","That stripe shirt dress......gorg for summer <U+2600><U+FE0F>"
"8694","<3 this"
"8695","This please"
"8696","This x"
"8697","THIS cold shoulder shirt please!!! #WINIT"
"8698","Thats <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"8699","'That' Stripe <U+2661>"
"8700","This please! loving the cold shoulder top !"
"8701","Definitely the shirtdress much more versatile"
"8702","This please"
"8703","This cold shoulder shirt! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8704","Cold shoulder top! I love it!"
"8705","I would definitely love THIS."
"8706","THIS please <U+2764><U+FE0F><U+2764><U+FE0F>"
"8707","THAT for me shirt dresses are so versatile <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"8708","This :)"
"8709","This Cold Shoulder shirt! #WINIT"
"8710","THIS is my favourite <ed><U+00A0><U+00BC><ed><U+00BE><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>"
"8711","This!"
"8712","That I absolutely love that look!"
"8713","Love THAT <U+2764>"
"8714","This :)"
"8715","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"8716","This :D"
"8717","oooo tough call....this."
"8718","THIS! Lush x"
"8719","Oooh This for me <U+2764><U+FE0F>"
"8720","That stripe shirt dress please #winit <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"8721","I love THIS cold shoulder shirt, it's so pretty x"
"8722","This this this <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"8723","THAT, I actually love the outfit <3"
"8724","That I love <U+2764><U+FE0F>"
"8725","This please in it to win it!"
"8726","THIS cold shoulder shirt <U+2764><U+2764><U+2764>"
"8727","The shoulder shirt is lush!! X"
"8728","This! #win"
"8729","This definitely love this look <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8730","I love THAT!"
"8731","Cold shoulder shirt"
"8732","That I love <U+2764><U+FE0F> it"
"8733","This is fab"
"8734","<3 THAT perfect for Summer!  #WINIT"
"8735","This."
"8736","THIS cold shoulder shirt"
"8737","This! Loving the outfits perfect for the Spring #WINIT"
"8738","THIS pleeeeease <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8739","THAT stripe shiftdress, I love this looks it gorgeous"
"8740","This!"
"8741","This is fabulous <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>"
"8742","This love it"
"8743","THIS. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> perfect for my long weekend in Lisbon."
"8744","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8745","This !!! Would be perfect for my holidays <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"8746","THAT :D beautiful"
"8747","THIS cold shoulder shirt <3"
"8748","That love the clean blue shift"
"8749","Most definitely that. Love it x"
"8750","This! x"
"8751","THAT love the stripe shirt dress"
"8752","#this <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> love that top"
"8753","This :)"
"8754","That xx"
"8755","THAT please"
"8756","#WINIT THIS Shoulder shirt. Looks lovely xx"
"8757","THAT shirt dress is cool <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"8758","Shirt x love it x"
"8759","That stripe shirt dress"
"8760","This please! X"
"8761","THAT stripe shirt dress is lush <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"8762","That x"
"8763","That!"
"8764","This definatley x"
"8765","THIS cold shoulder shirt!"
"8766","This<ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"8767","I love the shoulder shirt. thank you for the chance"
"8768","I really like THIS cold shoulder top! It's gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8769","This cold shoulder shirt"
"8770","That - simple, stylish and comfortable"
"8771","Loving THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"8772","That #winit"
"8773","This x"
"8774","This cold shoulder shirt lovely x"
"8775","THIS love <U+2764><U+FE0F> it #winit"
"8776","This please<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8777","That please!"
"8778","THIS cold shoulder shirt <U+2661>"
"8779","That. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"8780","THAT stripe sundress <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8781","That shirt dress"
"8782","This cold shoulder shirt, so fresh and summery!"
"8783","That. Just lovely."
"8784","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8785","THAT please, very cool <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"8786","This please x"
"8787","Cold shoulder top definitely x"
"8788","Love them both, would have it all!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+0088>"
"8789","THIS x"
"8790","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>x"
"8791","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"8792","I love the cold shoulder top. So summery. X"
"8793","THIS <U+2764>"
"8794","The t shirt and jeans
Love oasis"
"8795","THAT, love it"
"8796","That, love it! <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"8797","THIS cold shoulder shirt"
"8798","#WINIT That stripe <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8799","THAT please xx"
"8800","Love the white cold shoulder shirt xx"
"8801","This...love it<U+2764>"
"8802","That please x"
"8803","That love that shirt"
"8804","This cold shoulder top"
"8805","THAT stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> xx"
"8806","THAT stripe shirt dress is so lovely #WINIT!"
"8807","This for me"
"8808","Love THIS cold shoulder too #WINIT <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"8809","THAT shirt dress .... it's lovely x"
"8810","THAT love shirtdresses at the moment! <U+2764><U+FE0F>"
"8811","Love THIS"
"8812","That says Mrs J"
"8813","Love love love THIS cold shoulder shirt."
"8814","Love both but this is my favourite xx"
"8815","I love THAT shirt dress!"
"8816","love to have THAT!"
"8817","THAT."
"8818","THAT shirt dress! So nice!"
"8819","This cold shoulder shirt xx"
"8820","This!"
"8821","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8822","THAT dress #WIN x"
"8823","cold shoulder <U+2764><U+2764><U+2764>"
"8824","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8825","This cold shoulder shirt. Gorgeous for the summer <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"8826","That please x"
"8827","Defo THAT . Love it"
"8828","THAT. Shirt dress. It's gorgeous for spring"
"8829","THIS cold shoulder shirt please Oasis <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>"
"8830","I love THIS cold shoulder shirt.  :-)"
"8831","That! Love the look with heels <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8832","Love This cold shoulder shirt! <3"
"8833","THIS - cold shoulder T-shirt <U+263A>"
"8834","THAT shirt dress is amazing! <U+2764><U+FE0F> it #winit"
"8835","Wow. I love THAT!"
"8836","THIS <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"8837","That stripe shirt <U+2764>"
"8838","That!"
"8839","That x"
"8840","That xxx"
"8841","I love #THIS cold shoulder shirt"
"8842","THIS cold shoulder <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"8843","This - beautiful cold shoulder shirt."
"8844","That shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> #winit"
"8845","Shirt dress. Looks quirky."
"8846","THIS
<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"8847","THIS #WINIT"
"8848","THIS is perfect for a spring day x"
"8849","The white shirt and ripped jeans. So casual fabulous"
"8850","THAT please. Lovely summer look xx"
"8851","THIS! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Love a cold shoulder xxx"
"8852","This....love it! X"
"8853","Love THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8854","#THAT #win love!"
"8855","THAT please x"
"8856","This please"
"8857","This! #WINIT"
"8858","THIS cold shoulder shirt <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8859","THAT stunning stripe dress!"
"8860","Cold shoulder nice  win"
"8861","THIS cold shoulder shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8862","THIS please :)"
"8863","THIS cold shoulder shirt for me please"
"8864","Love THAT"
"8865","That shirt dress #winit"
"8866","This please"
"8867","THIS top"
"8868","THAT Is my favourite  <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8869","Love this."
"8870","Love THIS! Xxx"
"8871","THIS top looks great for spring"
"8872","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> I need this in my wardrobe <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"8873","The white<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"8874","This - perfect for this weather xx"
"8875","This cold shoulder is lovely"
"8876","This cold shoulder shirt x"
"8877","That please x"
"8878","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> it"
"8879","THIS xxxx"
"8880","This #winit"
"8881","I love THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> so summery xxx"
"8882","THAT for me please x"
"8883","#This love it!"
"8884","That stripe shirt dress is beautiful"
"8885","THAT #WINIT"
"8886","THIS cold shoulder shirt please"
"8887","Definitely, that"
"8888","This <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+009D>xx"
"8889","THAT please!"
"8890","This!"
"8891","THAT!!!"
"8892","That is fab!! <U+2764><U+FE0F>"
"8893","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8894","THAT shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"8895","This cold shoulder shirt! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8896","This cold shoulder shirt #win"
"8897","THIS cold shoulder shirt WINIT <ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
"8898","THIS cold shoulder shirt #WINIT"
"8899","THIS! Lovely outfit <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+263A><U+FE0F>"
"8900","I love THIS. Perfect for spring <3"
"8901","THIS cold shoulder"
"8902","That xx"
"8903","THIS would be lovely for summer nights"
"8904","THIS <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8905","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8906","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8907","Love THIS. Perfect for my holiday in May :)"
"8908","#WINIT This for me!"
"8909","That .... amazing x"
"8910","THIS :)"
"8911","Shirt dress is lovely."
"8912","THAT ... c'est chic xxx #winit"
"8913","That x"
"8914","That!!"
"8915","THIS cold shoulder shirt"
"8916","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8917","<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>THAT<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"8918","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8919","THaT <ed><U+00A0><U+00BD><ed><U+00B2><U+008B>"
"8920","THIS cold shoulder top is gorgeous"
"8921","THAT shirt dress. My favourite and so versatile"
"8922","THAT shirt dress love, love, love!"
"8923","This cold shoulder shirt all the way!"
"8924","THAT is lush!"
"8925","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>love it <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"8926","That
Fingers crossed <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"8927","""That"" love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8928","That."
"8929","That! <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"8930","THAT!"
"8931","THAT <U+2764><U+FE0F> #winit"
"8932","That x"
"8933","THIS cold shoulder shirt please!"
"8934","That would be good!"
"8935","THIS please
Which do you prefer Linda Jefferson?"
"8936","That striped shirt dress for me please!! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7>"
"8937","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"8938","Shirt dress love it x"
"8939","#WINIT  'That' stripped dress xx"
"8940","That.. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8941","That stripe shirt dress <3 <3 <3"
"8942","This<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8943","Cold shoulder top. Liked and shared x"
"8944","That!"
"8945","This please"
"8946","That :)"
"8947","I love this :-)"
"8948","That stripe dress shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8949","This <U+2764><U+FE0F><U+2618><U+FE0F>"
"8950","THAT shirt dress"
"8951","THIS <U+2764>"
"8952","Both!"
"8953","THAT<ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"8954","THIS please :)"
"8955","THAT - love a shirt dress! So versatile!x"
"8956","THAT for my wife please."
"8957","THIS
Would love to win it xx"
"8958","THIS Cold shoulder top is lovely <U+2764><U+FE0F>"
"8959","THIS cold shoulder shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8960","Love both but this is fab #this#winit"
"8961","THAT."
"8962","THIS please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8963","That stripe dress!"
"8964","THIS cold shoulder shirt <U+2600><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8965","That please. Looks fab"
"8966","Definitely THAT, very versatile <U+2764><U+FE0F>"
"8967","Love both!"
"8968","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>"
"8969","Love this cold shoulder. So pretty. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"8970","That l think... but love this too!!"
"8971","Flirty shirty def my preference for spring time shine!"
"8972","THIS is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8973","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"8974","THIS #winit"
"8975","This x"
"8976","That #WINIT"
"8977","that please! :)"
"8978","This cold shoulder <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"8979","That,"
"8980","Ooh that <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8981","Striped shirrdress liked"
"8982","That shirt dress <U+2764>"
"8983","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8984","That shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"8985","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>"
"8986","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"8987","THIS cold shoulder shirt <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
"8988","THIS please x"
"8989","This!! Xx"
"8990","That shirt dress is lovely X"
"8991","THIS please liked and shared thanks"
"8992","THIS - perfect outfit for the nice weather."
"8993","Oooh THIS !!! I've had my eye on this!!!<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"8994","THIS...for me!"
"8995","THIS perfect with jeans or shorts."
"8996","THAT x"
"8997","THIS #WINIT"
"8998","That pls"
"8999","I prefer that..."
"9000","That!  Very on trend"
"9001","This #winit"
"9002","Both so gorgeous. Hello spring <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> I love THAT! Xxx"
"9003","That !"
"9004","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9005","Stripe shirt"
"9006","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"9007","#winit definitely the shirt dress - gorg!"
"9008","Ooh definitely 'this'"
"9009","THIS!"
"9010","This!"
"9011","That , that , that"
"9012","This"
"9013","THIS please <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"9014","That..."
"9015","THAT is hot"
"9016","That #WINIT"
"9017","That x"
"9018","That."
"9019","This <3 <3 <3"
"9020","Cold shoulder shirt <U+2764> x x"
"9021","That <ed><U+00A0><U+00BD><ed><U+00B2><U+009F>"
"9022","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9023","Love That shirt dress <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #WINIT"
"9024","That please"
"9025","<U+2764><U+FE0F> That"
"9026","This please x both gorgeous x"
"9027","This!"
"9028","This top!"
"9029","This!!"
"9030","Love THIS cold shoulder shirt <U+2764><U+FE0F><U+FE0F> #WINIT"
"9031","THIS, the cold shoulder top is lovely!"
"9032","That x"
"9033","That x"
"9034","Love THAT! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9035","That!"
"9036","I love the shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9037","This #winit"
"9038","This x"
"9039","Cold shoulder shirt is lovely #this"
"9040","Love <ed><U+00A0><U+00BD><ed><U+00B2><U+0093> THAT sort dress. Classic and stylish!"
"9041","That please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F>"
"9042","THAT striped shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"9043","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"9044","That<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9045","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9046","That stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9047","That stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9048","THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> great spring staple  #winit"
"9049","That is so my style"
"9050","Definitely #THAT  shirt dress...gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9051","That!"
"9052","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BC><ed><U+00BC><U+009E>"
"9053","Love that x"
"9054","Love This.x"
"9055","THIS. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9056","THAT please :) xx"
"9057","That! Definitely"
"9058","<U+03A4>his cold shoulder! <3"
"9059","THAT ....Just beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9060","This!!! <ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BC><ed><U+00BC><U+009F>"
"9061","THIS cold shoulder shirt <U+2764><U+FE0F>"
"9062","That! Gorgeous spring outfit"
"9063","Just awful..who would wear these clothes????"
"9064","That shirt dress would be lovely please x"
