"","x"
"11321","Love the tee with skinny jeans look great casual or out for the night x"
"11322","I love THAT lace trimmed top please, thanks for the chance to #Winit <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"11323","Lovely design. I love the skater dress. Very pretty. Thanks so much for the chance. Fingers crossed."
"11324","THIS stylish skater! Would love to pair that with black tights and ankle boots! <U+2764> #WINIT"
"11325","#WINIT 
Love them both but THAT for me as I'm breast feeding my baby and the dress isn't really ideal <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"11326","I'm going for THAT to #WINIT what you going for Zoe?"
"11327","THAT top is gorgeous, perfect for dressing up a pair of jeans #WINIT"
"11328","Definitely this dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> love the sleeves <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>, love the pattern <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>, love love love it! <U+2764><U+FE0F><U+FE0F> #WINIT"
"11329","I absolutely love the dress.  This would look lovely on me <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>"
"11330","THIS <3 So girly, but would be gorge edged up with a leather biker jacket! #WINIT"
"11331","These pretty petals. It's such a lovely skater dress. #WINIT"
"11332","THIS floral dress would be a lovely addition to my wardrobe #WINIT. Fingers crossed! X"
"11333","THIS skater dress is right up my street! The prefect transition frock for 'springing' out of the winter season! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #WINIT"
"11334","THAT please 
#WINIT 
Such a beautiful tshirt and would love wearing this !!"
"11335","#WINIT love this skater dress. So pretty and feminine. Black tights, black boots. Good to go"
"11336","THAT lace tee would be lovely ... especially as I'm a jeans and heels kind of girl! #WINIT"
"11337","This! #WINIT love the dress it's beautiful thanks so much for the chance <U+2764><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BC><ed><U+00BE><U+0081><ed><U+00A0><U+00BD><ed><U+00B1><U+00AA><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"11338","#WINIT Loving THIS skater dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> although I wouldn't turn my nose at THAT trimmed tee either! xxx"
"11339","Has to be THIS skater dress, the lace detail is so cute! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>Something different to my usual jeans and tee #winit"
"11340","Have loads of your dresses even this one so would love to win ""That"" thank you <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11341","THIS skater dress please <U+2764><U+FE0F> would love to be lucky enough to win this amazing prize please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA> x"
"11342","THAT for me both are lovely but skater dresses just don't suit me !! <U+2639><U+FE0F>"
"11343","Beautiful prize both of them but I think I would choose this."
"11344","This stylish skater dress will be perfect for Spring love the flowery print #winit"
"11345","Love both, think this is too short for me but that would be perfick!  Thanks x"
"11346","THAT lace trimmed tee is gorgeous! Fab giveaway, would love to #WINIT ! Xx"
"11347","THIS stylish skater dress #WINIT and I'd give this to my best friend - a job  hunting pick me up for her to make her feel fabulous <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11348","This would love to #WINIT and wear once I've had my baby in Feb <U+2764><U+FE0F>"
"11349","THIS- the skater dress, it's lovely and would be a nice early birthday present! <ed><U+00A0><U+00BC><ed><U+00BE><U+0081> #WINIT"
"11350","The dress is beautiful. Would brighten up the dull days #winit"
"11351","THIS beautiful flowery dress will make spring seem a little closer!!<ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"11352","That lace trimmed tee for me only because I'm a bit to old for the skater dress lol"
"11353","I love them both <ed><U+00A0><U+00BD><ed><U+00B9><U+0088> if I have to pick I'd go for THAT lace trimmed tee #WINIT"
"11354","I love THIS stylish skater dress, it's gorgeous! I'd be thrilled to #WINIT :)"
"11355","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> with black tights and boots for a fab winter outfit!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>Pleaseeeeeeee!!!!!! Xxxx #winit"
"11356","Most definitely the dress. It's my birthday next week and would love to celebrate in style!  #winit"
"11357","Love both, really pretty print but would love to win THIS new dress! <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"11358","#Winit this please loving and sharing fingers crossed good luck everyone"
"11359","ooh i like both but gonna go with that tee as it would be fab for hols"
"11360","Love both, but the dress is super cute, just need spring like weather now! <ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>"
"11361","#WINIT Love the top really pretty"
"11362","Love THAT lace trimmed tee. Can dress it up or down. Perfect"
"11363","That lace tee! Reminds me that  spring is on it's way! #WinIt"
"11364","All Oasis tops like the above are gorgeous so I would love THAT lace tee x"
"11365","Oh I love both, so either this or that please!! Make the decision for me lol!!"
"11366","That looks fabulous  #winit would love this as its my Birthday today xxx"
"11367","Always love skater dresses but I'm cold so the jeans and trimmed tee will be my pick. PS the tee with white jeans <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"11368","THIS stylish skater! Perfect for my cousin's wedding in Australia!"
"11369","#WIN IT  THAT would look great with my jeans when I go away at end of this month .I have liked and shared"
"11370","Love both but if I have to choose it would be that #winit"
"11371","The pretty petals on THIS stylish skater. I love floral prints and Oasis skaters are always so flattering <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC> #WINIT"
"11372","This all the way! Definitely love me a good skater dress #WINIT"
"11373","THAT lace trimmed tee please, also love this but don't have the legs for it!"
"11374","Love them both but if had to choose would go for that #winit"
"11375","#WINIT I would choose THAT! Beautiful to wear with skinny jeans."
"11376","This and that! So hard to choose love them both but top please!! Xx"
"11377","That as I prefer the lace around the bottom #WINIT"
"11378","Love both but I'd have to pick the dress! Beautiful! #winit! Xx"
"11379","THAT lace trimmed tee please!"
"11380","THAT lace trimmed tee #winit"
"11381","THAT lace trimmed tee would look lovely with my new jeans! #WINIT"
"11382","Love both <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>, but if I had to choose it would be 'THIS stylish skater' #WINIT"
"11383","That tshirt i think the print is a bit much all over the dress"
"11384","I love both soooo much but would have to go for the dress! Gorgeous!"
"11385","Both are lovely but I'll choose the pretty dress please. #WINIT"
"11386","Love them both but the top would make a nice evening outfit with jeans and heels"
"11387","This - I love the pretty feminine look of the dress and it would be lovely to wear to a summer wedding #WINIT"
"11388","Love love love THIS dress. Perfect with tights and boots for this time of year #WINIT"
"11389","THAT lace trimmed tee is very cute and beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #WINIT"
"11390","THIS skater dress. Flowers aren't just for summer #WINIT"
"11391","Love THIS dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> would be perfect for this years holidays and weekends away <U+2600><U+FE0F><U+2764><U+FE0F>"
"11392","Both are beautiful but I'd love to win THAT lace trimmed tee. Perfect dressed up or down! #WINIT"
"11393","THAT lace trimmed tee, perfect to gear up for spring #WINIT"
"11394","#WINIT Both are lovely but I think my choice would be the beautiful lace-trimmed teeshirt x"
"11395","THAT lace trimmed tee would be lovely! #WINIT"
"11396","The dress is AMAZING!! Perfect for work and the weekend teamed with my oasis boots!!! #WINIT"
"11397","That lace trimmed tee, I think I'm too old, short and fat for a skater dress"
"11398","THIS Just beautiful, liked and shared #WINIT Cig Knowles"
"11399","<U+2764>both, but that lace trimmed tshirt would be perfect! #winit <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"11400","THAT lace trimmed tee, perfect for work with smart black pants #winit"
"11401","Ooo the dress is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #WINIT"
"11402","#winit  THIS dress for me please. Would be perfect for work!"
"11403","Love the lace trimmed tee, very pretty and could be used for smart and casual <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>"
"11404","THIS skater dress for me please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> Fingers crossed #WINIT"
"11405","I prefer the lovely dress, so pretty. Can wear it with a cardie when it's cold x #WINIT"
"11406","THIS gorgeous dress! Would love to win it!:) x#WINIT"
"11407","THIS stylish skater dress is beautiful! Would love to #WINIT please! :D"
"11408","THAT lace trimmed tee would be very welcome in my wardrobe!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"11409","That as I don't do dresses usually 
Liked and Shared 
Love to win"
"11410","Lee Crossland, I love this dress! Fancy buying it for your lovely wifey? pretty please :-) xxxx"
"11411","THIS! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> lovely for spring, hopefully it won't be too far away! #WINIT"
"11412","Fantastic prize giveaway <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>
Liked and share
Thanks for the chance <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>
Fingers crossed <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>TerTeresa DanielsLisa Lowe-daviesShannon Heaton"
"11413","That lace trimmed tee is fab #WINIT CRACKING PRIZE <ed><U+00A0><U+00BD><ed><U+00B2><U+0093><ed><U+00A0><U+00BD><ed><U+00B2><U+0093><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"11414","I really like this, I would wear it with black tights, it would be great to wear for my Italian  holiday in the spring."
"11415","THAT tee I could fit into that space in my wardrobe I have spare ;-) xxx"
"11416","THIS SKATER!! The dress is gorg!! I love love love the sleeves!!!xxx"
"11417","Both are gorgeous!!!! THIS skater dress would be a lovely January treat! <U+2764><U+2764><U+2764>#winit"
"11418","#WINIT 
Like them both , I'm choosing the lace trimmed tee liked and liked"
"11419","This please ! Would look fab with denim jacket , black tights and boots 
Would make my week please <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>#WINIT"
"11420","I really love both but im going to have to say the Tee wins it for me. The lace along the bottom is so cute <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #WINIT #THAT"
"11421","THIS ......please.

For BLOOMING BEAUTIFUL style <ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BD><ed><U+00B2><U+0090> Thank you xxx"
"11422","I'm rather liking THIS. Totally different to what I'd usually go for but it looks so fun!"
"11423","Love THIS skater dress perfect for my summer holidays love liked shared thank you Amanda Rockeford"
"11424","<ed><U+00A0><U+00BD><ed><U+00B2><U+0096> This so pretty and feminine would be over the moon liked shared fingers crossed thanks for the chance xx"
"11425","The lace trimmed tee for me, if i'd be lucky enough."
"11426","THAT please 
Would love to #WINIT
Linda Keal Alison Burns"
"11427","I LOVE both. However, the dress is my favourite. Fingers crossed! #WINIT"
"11428","That - please <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>
Thanks for the opportunity to win this fantastic prize x
EEmma J WebsterSSamantha J ButlerTTeresa Daniels"
"11429","Tough one this week. I love both. I think THIS dress just wins though."
"11430","THAT tee looks like my girlfriend would love it... I hope lol."
"11431","THAT 

thanks for the chance to win <ed><U+00A0><U+00BC><ed><U+00BD><U+0080> Fingers crossed <ed><U+00A0><U+00BC><ed><U+00BD><U+0080> 
Tamara Bloomfield"
"11432","THAT for my wife
Wow Fantastic Prize Giveaway. Thank You so much for the chance to win
Happily Liked & Shared wow
<ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"11433","That.  This stylish top looks like it could be dressed up for a night out or dressed down :-)"
"11434","THAT

fabulous giveaway<ed><U+00A0><U+00BC><ed><U+00BF><U+0085>

Liked and shared <U+2618><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>

Fingers crossed <ed><U+00A0><U+00BD><ed><U+00B6><U+0096><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B6><U+0096>

can't wait to find out who the winner is <U+2618><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"11435","I love the skater dress. (THAT) it will be lovely for spring. #WINIT"
"11436","The skater dress for me definitely, so a big THIS from me. #WINIT"
"11437","I love THIS the stylish skater dress it looks so pretty xxx #WINIT"
"11438","These pretty petals <U+2764>"
"11439","Both lovely, but THAT if I had to choose"
"11440","The petal dress would be great to win"
"11441","THIS stylish pretty petals skater"
"11442","THAT pretty petal tee please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11443","Pretty petals #Winit"
"11444","That is lovely with the pretty petals #WINIT"
"11445","The petal T, Spring has come early."
"11446","#WINIT THAT gorgeous pretty petal tee please x"
"11447","These pretty petals <U+2764>"
"11448","This skater dress, would be lovely for the summer. Fingers Crossed, would LOVE to be Lucky!  xxx"
"11449","THIS #WINIT
Very Happily Liked And Shared <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>

Thank You For The Chance <U+2B50><ed><U+00A0><U+00BD><ed><U+00B2><U+009F><U+2B50>
Pam Smith"
"11450","This Please 

So so Pretty Liked & Shared <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"11451","this....skater #winit.....liked & shared"
"11452","THAT for my little niece, she would love it"
"11453","This stylish skater please it's stunning xxxx"
"11454","#WINIT 
LOVE THIS SKATER DRESS 
Fantastic prize 
Liked n shared 
Trudy Lester
Heather Bower"
"11455","I love that .. so stylish #winit"
"11456","THIS is gorgeous x"
"11457","THAT lace trimmed tee please #WINIT"
"11458","THAT #WINIT"
"11459","THAT :D I absolutely love this print! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11460","#WINIT  the lace trimmed t shirt please! Thank you x"
"11461","That lace trimmed tee.  Absolutely beautiful x #WINIT <U+2764>"
"11462","Both are gorgeous but love THIS skater dress!!! #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11463","Love this  #Winit"
"11464","THIS PLS <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"11465","THIS!!! So pretty #WINIT"
"11466","Both lovely but will choose THAT #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11467","I prefer THIS pretty floral dress <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"11468","This #WINIT"
"11469","THAT lace trimmed tee for me please #WINIT"
"11470","That - how lovely x"
"11471","Stylish skater please"
"11472","That for me"
"11473","This please"
"11474","That wäre toll"
"11475","Defo the t'shirt <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> #winit xx"
"11476","Had to be the laced trimmed t shirt! It's gorgeous!"
"11477","THAT please"
"11478","The dress sharing"
"11479","THIS please x z"
"11480","The dress liked shared"
"11481","#WINIT I would love THIS stylish skate dress xxx"
"11482","THAT ! lovely top to wear with my jeans !"
"11483","Stylish Skater #WINIT"
"11484","Oooh, THAT lace trimmed tee, please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11485","The skater is beaut! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+0097> #WINIT"
"11486","THAT Lace Trimmed Tee is Gorgeous xxx"
"11487","THAT tee shirt <U+2764>"
"11488","THIS. My style exactly ! I love flowery dresses <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"11489","Definitely This.. stylish skater <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> it's gorgeous x"
"11490","THAT is gorgeous"
"11491","This!! <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"11492","Ooh decisions as both lovely  ... #That  #Winit"
"11493","This skater is lovely xx"
"11494","Definitely THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BD><ed><U+00B2><U+0090> #WINIT"
"11495","THAT Lace trimmed tee I'd love to #WINIT"
"11496","THAT gorgeous tee please! #WINIT"
"11497","#WINIT Love THAT tee!"
"11498","That tee please (tricky choice)"
"11499","That <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><U+2764><U+FE0F><U+2705><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008B>"
"11500","Love this skater!"
"11501","This skater please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11502","THAT dress"
"11503","That lace trimmed T"
"11504","Lace trimmed tee"
"11505","Oh I <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> THIS skater!"
"11506","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11507","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> love it!! #WINIT pretty please!! X"
"11508","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> liking & sharing #WINIT"
"11509","THAT tee #WINIT"
"11510","I love THIS!!!"
"11511","This #winit"
"11512","The lace trimmed tee is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"11513","Both are lovely but I think that is more me #winit"
"11514","That liked and shared"
"11515","This.... love your dresses <U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>#WINIT x"
"11516","THIS #WINIT"
"11517","That. Love it!"
"11518","THAT lace trimmed tee please #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>"
"11519","This! #winit"
"11520","THIS <U+2764><U+2764><U+2764>"
"11521","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11522","This!!! So pretty!"
"11523","This #WINIT x"
"11524","#WINIT  Definitely love the lace trimmed top <ed><U+00A0><U+00BD><ed><U+00B8><U+0086>"
"11525","THAT lace trimmed tee please"
"11526","The lace trimmed tee #WINIT"
"11527","That lace trimmed tee!"
"11528","#WINIT THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"11529","Stylish Skater dress  #WINIT"
"11530","#THIS"
"11531","THAT tee is lovely!"
"11532","#WINIT love THAT liked and shared tyvm :) :)"
"11533","THIS stylish skater ...love this!!!"
"11534","This<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>.
#WINIT"
"11535","That's in my bag <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> hopefully #winit instead <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"11536","That x"
"11537","THIS skater <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"11538","That #WINIT"
"11539","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"11540","Gorgeous lace trimmed tee for me #WINIT"
"11541","Skater definitely. #WINIT"
"11542","This!! #winit"
"11543","THAT beautiful tee please! #WINIT"
"11544","This. I can never have enough skater dresses x"
"11545","That lace trimmed tee please"
"11546","That lace trimmed tee #winit"
"11547","THAT lace trimmed tee #WINIT"
"11548","THIS stylish skater :) #WINIT
Love it!"
"11549","This #WINIT"
"11550","That plzzz"
"11551","THAT tee please"
"11552","I LOVE that <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11553","That lace trim tee for me please  #WINIT"
"11554","#Winit skater ty x"
"11555","Would love THIS dress! Fab!"
"11556","That please thanks for the chance xx"
"11557","That! The tee <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11558","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>  #WINIT"
"11559","Dress winit"
"11560","This!"
"11561","THIS!"
"11562","The skater for me love it! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11563","THIS #WINIT"
"11564","THAT is fabulous <ed><U+00A0><U+00BD><ed><U+00B2><U+009D>"
"11565","This stylish skater is lovely"
"11566","Oh beautiful, I love THIS dress <U+2764><U+FE0F>"
"11567","THAT lace trimmed tee <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> please #WINIT"
"11568","Difficult this week but I am going for THAT. #winit"
"11569","THAT- the T"
"11570","Love the dress lovely floral pattern #WIN liked and shared"
"11571","THAT tee, although I love them both <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> #WINIT"
"11572","THIS dress please. It's lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"11573","This please #WINIT"
"11574","This skater dress! #winit"
"11575","#WINIT I'd love THIS skater dress please! xx"
"11576","<U+2764><U+FE0F> THAT lace trimmed tee. Love to #WINIT xx"
"11577","that flower top is gorgeous for upcoming spring days xx"
"11578","#WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>THAT<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"11579","Love this dress! #winitwednesday #winit  xxx"
"11580","This Dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> please #WINIT"
"11581","This is my favourite. Very pretty #winit"
"11582","THIS lace trimmed dress!  #WINIT"
"11583","Love THIS stylish skater!"
"11584","Love this"
"11585","THIS Stylish skater dress"
"11586","THAT <3 sharing too"
"11587","THIS skater - love it #WINIT x"
"11588","That #winit"
"11589","I like the skater! It's lovely and so pretty X"
"11590","That :D"
"11591","This!"
"11592","Both gorgeous, but THIS pretty please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11593","Love This x"
"11594","THIS #WINIT"
"11595","Love love the dress so pretty <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC>#winit"
"11596","Loving THIS dress"
"11597","#WINIT  THAT. Love it"
"11598","#WINIT the lace trimmed tee for me <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11599","That- so pretty :)"
"11600","That, I like the top it's lovely"
"11601","THAT #WINIT"
"11602","This dress is perfect #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11603","That lace tee <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11604","Love love love the dress! #WINIT"
"11605","#WINIT THIS skater dress for my daughter please."
"11606","This Skater dress I love it <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> fantastic <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"11607","The skater dress! Love it. #WINIT"
"11608","Love THAT lace trimmed tee. #winit"
"11609","THAT tee is more my style!"
"11610","That please #WINIT"
"11611","This!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"11612","the dress :)"
"11613","THIS very pretty"
"11614","THAT #winit xx"
"11615","Love THAT tee #winit x"
"11616","On THAT tee! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"11617","#WINIT skater <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"11618","THAT lace trimmed tee is lovely <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>
Liked and shared"
"11619","That please,  love it!"
"11620","I am in love with THAT <3"
"11621","THAT lace trimmed Tee :)"
"11622","This! Love the dress! #WINIT"
"11623","That! Love it x"
"11624","<ed><U+00A0><U+00BD><ed><U+00B2><U+0095>Skater dress #WINIT <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"11625","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"11626","THIS #WINIT"
"11627","THAT!"
"11628","THAT #winit"
"11629","Love THIS skater dress <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>#WINIT"
"11630","That lace trimmed tee is gorgeous! #WINIT"
"11631","This!! #WINIT"
"11632","THIS <U+2764><U+FE0F>"
"11633","Love THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"11634","#that"
"11635","This! <U+2764> it x"
"11636","That! Love the tee!"
"11637","That lace tee shirt! Lovely #winit"
"11638","That please"
"11639","This x"
"11640","THIS stylish skater"
"11641","THIS!! Love Oasis dresses <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"11642","Both beautiful but THAT tee for me please"
"11643","I love THIS stylish skater <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008B>"
"11644","That laced tee #WINIT So pretty!!!"
"11645","THAT tee is gorgeous"
"11646","This #winit"
"11647","Would love it win THIS stylist skater dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><U+2764><ed><U+00A0><U+00BE><ed><U+00B4><U+009E> #WINIT"
"11648","Love This skater dress <U+2764> soo pretty x #WINIT"
"11649","THIS stylish skater is lovely!"
"11650","#this for me!"
"11651","That is beautiful"
"11652","This, is gorgeous x x"
"11653","Love the dress! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#WINIT"
"11654","#WINIT the dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"11655","#WINIT this stylish skater dress"
